gene_id,gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,qvalue
ENSG00000160062,ZBTB8A,-0.00593547330680977,1.5071555740517,-0.0530054023117093,0.957872878617511,0.999530115671825,-4.87235994335044,0.999530115671825
ENSG00000160072,ATAD3B,0.0104300240903736,4.90067538170109,0.116782189903725,0.907354435119422,0.999530115671825,-5.16176631640444,0.999530115671825
ENSG00000160075,SSU72,0.0218285940979452,5.55048729557421,0.310731046517016,0.7568935893925,0.999530115671825,-5.181431829801,0.999530115671825
ENSG00000160087,UBE2J2,-0.0414251129754604,5.18130411684224,-0.843893571840534,0.401495142376401,0.999530115671825,-4.94163162960228,0.999530115671825
ENSG00000160094,ZNF362,0.050408553685946,5.04909992096423,0.558709170799635,0.578075851929977,0.999530115671825,-5.07061131663311,0.999530115671825
ENSG00000160097,FNDC5,-0.0731986496148442,3.73324259273847,-0.298399863429971,0.766248583931575,0.999530115671825,-5.01740548911008,0.999530115671825
ENSG00000160111,CPAMD8,0.0248654619549136,3.20362312618602,0.0801631072120252,0.936327633076246,0.999530115671825,-4.98925157616518,0.999530115671825
ENSG00000160113,NR2F6,0.0428272751332202,4.66696097496522,0.341226697938827,0.733916453852574,0.999530115671825,-5.10421808747941,0.999530115671825
ENSG00000160117,ANKLE1,-0.0426174925722829,1.24775719515891,-0.246394023066771,0.806071096903401,0.999530115671825,-4.84534651506524,0.999530115671825
ENSG00000160124,CCDC58,0.00177283712636811,3.14069483460232,0.0212013882244452,0.983143046729666,0.999530115671825,-4.98356930298877,0.999530115671825
ENSG00000160131,VMA21,0.0265928353708995,7.34020260750422,0.399100073403895,0.690988550689913,0.999530115671825,-5.20053121047383,0.999530115671825
ENSG00000160145,KALRN,0.235383572366857,7.01975230065481,1.04845130687793,0.297901251123542,0.999530115671825,-4.85229419926312,0.999530115671825
ENSG00000160161,CILP2,-0.0975302827010971,2.65489936492947,-0.309091801325373,0.758135135901052,0.999530115671825,-4.91718568004517,0.999530115671825
ENSG00000160172,FAM86C2P,0.219514862454314,2.45295886924124,1.0856445967313,0.281220436281039,0.999530115671825,-4.64221281996307,0.999530115671825
ENSG00000160179,ABCG1,0.0559555015397404,4.80733625476841,0.184144383672078,0.854412488497497,0.999530115671825,-5.11210281987268,0.999530115671825
ENSG00000160188,RSPH1,0.527955456370278,2.26648450540119,1.16879677752454,0.246300955518703,0.999530115671825,-4.58833750647384,0.999530115671825
ENSG00000160190,SLC37A1,0.408641232459436,4.35939827510517,1.36135511715986,0.177602914161724,0.999530115671825,-4.51040777363535,0.999530115671825
ENSG00000160191,PDE9A,0.10608425464835,5.50373881046255,0.77737268127134,0.439459395504528,0.999530115671825,-4.99820283770464,0.999530115671825
ENSG00000160193,WDR4,0.196598178961196,3.05337696932553,1.87516321216451,0.0647834687827941,0.999530115671825,-4.05991442522623,0.999530115671825
ENSG00000160194,NDUFV3,-0.00678799053742907,4.35394476049877,-0.0996936836487645,0.920861713175013,0.999530115671825,-5.10752809030016,0.999530115671825
ENSG00000160199,PKNOX1,0.115276154619207,4.86276332611063,1.09024561984217,0.279202788017886,0.999530115671825,-4.75726201748183,0.999530115671825
ENSG00000160200,CBS,0.0616156382747493,6.26982946278773,0.417936614493556,0.677224431734547,0.999530115671825,-5.18080499723006,0.999530115671825
ENSG00000160201,U2AF1,-0.0060335554925306,6.30296950506464,-0.0838523143852566,0.933404152681625,0.999530115671825,-5.24331329914064,0.999530115671825
ENSG00000160207,HSF2BP,0.193502497051949,1.25675196207757,1.27713460438927,0.205615611984395,0.999530115671825,-4.52576271680953,0.999530115671825
ENSG00000160208,RRP1B,0.0793927135427728,6.14157300152627,0.956938041921887,0.341767662754218,0.999530115671825,-4.90641604973835,0.999530115671825
ENSG00000160209,PDXK,0.00441346990193558,6.84338018335565,0.0551948686082863,0.956134510819923,0.999530115671825,-5.25258325595095,0.999530115671825
ENSG00000160211,G6PD,-0.097178211362472,5.33370950705972,-0.536859581038961,0.593002641318824,0.999530115671825,-5.10089173985588,0.999530115671825
